,Kod,Popis,Typ
1092,8.2.2.2.2.10,Nestandardní chování motoru vozidla znemožňující další měření.,B
1093,8.2.2.2.2.11,Emisně relevantní závady získané z řídící jednotky.,B
1094,8.3.1,Vozidlo nebo některá část jeho výbavy neplní požadavky na elektromagnetickou kompatibilitu.,A
1095,8.4.1.1.1,"Únik provozních nebo jiných kapalin (které nejsou uvedeny v ostatních jednotlivých závadách), který by mohl poškodit životní prostředí nebo představovat bezpečnostní riziko pro ostatní účastníky silničního provozu.",B
1096,8.4.1.1.2,"Nadměrný únik provozních nebo jiných kapalin (které nejsou uvedeny v ostatních jednotlivých závadách), který bezprostředně poškozuje životní prostředí nebo bezprostředně ohrožuje ostatní účastníky silničního provozu.",C
1097,9.1.1.1,"Některé dveře autobusu nelze otevřít nebo bezpečně zavřít v plném rozsahu nebo je-li vyžadováno, nefunguje automatické uzamčení dveří za jízdy autobusu.",B
1098,9.1.1.2.1,"Dveře autobusu jsou zdeformované, popraskané nebo zkorodované, ale tento stav nemá vliv na bezpečnost přepravovaných osob.",A
1099,9.1.1.2.2,"Dveře autobusu jsou zdeformované, popraskané nebo nadměrně zkorodované nebo některá část dveří chybí nebo stav dveří ohrožuje bezpečnost přepravovaných osob.",B
1100,9.1.1.2.3,"Některý prvek nebo zařízení ze systému dveřních zámků nebo dveřních závěsů nebo otočného mechanismu zavírání dveří autobusu je uvolněný, poškozený nebo opotřebovaný, ale tato závada neovlivňuje bezpečnost a provozní vlastnosti dveří.",A
1101,9.1.1.2.4,"Některý prvek ze systému dveřních zámků, dveřních závěsů nebo otočného mechanismu zavírání dveří autobusu je uvolněný, nadměrně opotřebovaný, poškozený nebo chybí a tato závada ovlivňuje bezpečnost nebo provozní vlastnosti dveří autobusu.",B
1102,9.1.1.3.1,Nefunkční nouzové otvírání dveří autobusu (pokud lze funkci ověřit bez poškození).,B
1103,9.1.1.3.2,"Signalizace nouzového otevření dveří autobusu, je-li vyžadována, chybí nebo nefunguje.",B
1104,9.1.1.4.1,Z místa řidiče autobusu nelze otevřít nebo zavřít některé dveře.,B
1105,9.1.1.4.2,"Ovladač nebo zařízení pro otevírání dveří autobusu cestujícími, nefunguje.",B
1106,9.1.1.4.3,"Signalizace otevření provozních dveří autobusu, je-li vyžadována, chybí nebo nefunguje.",B
1107,9.1.1.4.4,"Některá zařízení nepřímého výhledu (zpětná zrcátka, kamery), umožňující řidiči autobusu sledovat přítomnost cestujících v bezprostřední blízkosti uvnitř nebo vně všech bočních provozních dveří, jsou-li vyžadována, chybí nebo nejsou funkční nebo jsou poškozená tak, že neplní svoji funkci.",B
1108,9.1.1.4.5,"Zvuková výstraha proti rozjezdu autobusu při otevřených dveří, je-li vyžadována, nefunguje.",B
1109,9.1.1.5.1,Označení ovladačů nebo zařízení pro otevírání dveří autobusu chybí nebo není v souladu s požadavky,A
1110,9.1.1.5.2,"Konstrukce dveří autobusu, je-li vyžadováno, zjevně neodpovídá požadavkům ochrany proti sevření nebo zachycení (měkké hrany) nebo se dveře automaticky neotevřou při sevření.",B
1111,9.1.1.5.3,"Počet provozních dveří a východů v autobusu, jejich provedení, požadované rozměry a rozmístění není v souladu s požadavky (např. dodatečnou úpravou).",B
1112,9.1.1.5.4,Dodatečná úprava vnitřních prostorů autobusu brání použití povinného východu nebo požadovanému přístupu k takovému východu (včetně nouzovým dveřím).,B
1113,9.1.2.1,"Některé části zařízení pro otevření únikového východu v autobusu (např. páčky, madla) zjevně chybí nebo jsou poškozené natolik, že únikový východ nelze zjevně otevřít (např. závěsný poklop nebo závěsné / odhoditelné okno).",B
1114,9.1.2.2.1,"Označení únikového východu nebo návod na otevření únikového východu v autobusu je částečně poškozený, aleje srozumitelný.",A
1115,9.1.2.2.2,Označení únikového východu nebo návod na otevření únikového východu v autobusu chybí nebo je nečitelný.,B
1116,9.1.2.3,V blízkosti únikového okna autobusu není k dispozici zařízení nebo nástroj pro jeho rozbití.,B
1117,9.1.2.4.1,"Počet, druh, rozměr, umístění nebo provedení (materiál) únikových východů (úniková okna odhoditelná / závěsná, únikové poklopy střešní / podlahové) neodpovídá kategorii a třídě autobusu.",B
1118,9.1.2.4.2,"Neschválená úprava únikového okna autobusu (např. nalepení reklamní fólie), vyjma použití schválené folie pro úniková okna, opatřené povinným štítkem s předepsanými údaji (označení výrobce, typ výrobku, schvalovací číslo ATEST 8 SD XXXX a text „URČENO NA ÚNIKOVÁ OKNA“).",B
1119,9.1.2.4.3,"Dodatečná úprava vnitřních/vnějších prostorů autobusu, která brání použití některého únikového východu nebo brání požadovanému přístupu k takovému východu.",B
1120,9.1.2.4.4,Montáž schválené fólie na úniková okna autobusu neodpovídá požadavkům,B
1121,9.2.1.1,Ovladačem systému odmlžování čelního skla autobusu nelze měnit výkon odmlžování (např. otáčky ventilátoru).,A
1122,9.2.1.2,Systém odmlžování čelního skla autobusu nefunguje nebo systém odmlžování není zjevně dostatečně účinný (netěsnost vzduchového potrubí apod.).,B
1123,9.2.2.1,Nevyhovujícím stavem systému odmrazování nebo odmlžování čelního skla autobusu (např. netěsnost nebo nadměrná koroze potrubí) hrozí nebezpečí pronikání emisí jedovatých či výfukových plynů do prostoru pro řidiče nebo pro cestující.,B
1124,9.2.2.2,Systémem odmlžování nebo odmrazování čelního skla autobusu se dostávají do prostoru pro cestující emise výfukových nebo jiných jedovatých plynů.,C
1125,9.2.3,Systém odmrazování čelního skla autobusu nefunguje nebo systém odmrazování není zjevně dostatečně účinný (netěsnost vzduchového potrubí apod.).,B
1126,9.3.1.1,"Systém větrání nebo klimatizace v autobusu, je-li namontována, není funkční nebo nelze plynule regulovat intenzitu větrání / chlazení (např. nad sedadlem).",A
1127,9.3.1.2,V autobusu zjevně nefunguje systém vytápění nebo je vytápění zjevně nedostatečné nebo nelze teplotu vytápění plynule regulovat.,B
1128,9.3.1.3,"Některá část zařízení vytápění prostoru pro cestující chybí (např. kryt) nebo je nevhodně vedená nebo je poškozená natolik, že může způsobit cestujícím v autobusu popáleniny.",B
1129,9.3.2.1,Nevyhovujícím stavem systému větrání nebo vytápění autobusu (např. netěsnost nebo nadměrná koroze vzduchového potrubí / výměníku) hrozí nebezpečí pronikání emisí jedovatých či výfukových plynů do prostoru pro řidiče nebo pro cestující.,B
1130,9.3.2.2,Systémem větrání nebo vytápění autobusu se dostávají do prostoru pro řidiče nebo pro cestující emise jedovatých či výfukových plynů.,C
1131,9.4.1.1.2,"Konstrukce sedadla pro cestující v autobusu je poškozená nebo nadměrně opotřebená (sedák / opěradlo), prasklá, deformovaná nebo neúplná nebo poškození sedadla může způsobit zranění přepravované osoby.",B
1132,9.4.1.2,"Některý spojovací prvek ukotvení sedadla pro cestující v autobusu je uvolněný, prasklý nebo chybí nebo způsob ukotvení sedadla neodpovídá požadavkům (např. mimo kotevní úchyty) nebo kotevní úchyt (včetně okolí) je nadměrně zkorodovaný a tato závada ovlivňuje spolehlivost ukotvení sedadla.",B
1133,9.4.1.3.1,"Větši vůle než montážní v systému posouvání / seřízení sedadla pro cestující v autobusu (např. boční, úhlové), ovlivňující mechanické vlastnosti sedadla (vůle / tuhost).",A
1134,9.4.1.3.2,Systém seřízení nebo posouvání sedadla pro cestující v autobusu je vadný nebo nelze sedadlo aretovat spolehlivě v požadované poloze nebo se sedadlo po sklopení samočinně nezablokuje v obvyklé poloze.,B
1135,9.4.1.4.1,"Počet sedadel pro cestující v autobusu, nestanoví-li výrobce jinak, neodpovídá počtu (chybí/překračujepočet sedadel/kotevních úchytů) uvedeném v dokumentaci vozidla nebo typ sedadla (provedení) neodpovídá požadavkům homologace nebo neodpovídá požadavkům typu vozidla.",B
1136,9.4.1.4.2,Předepsaný minimální volný prostor pro sedícího cestujícího v autobusu nebo volný prostor nad místem seděni je zjevně snížen (např. dodatečnou úpravou).,B
1137,9.4.1.4.3,Sedadla pro cestující blokují nouzový východ autobusu.,B
1138,9.4.2.1.1,Sluneční clonu v autobusu nelze aretovat v horní (sklopené) poloze.,A
1139,9.4.2.1.2,"Sluneční clona v autobusu nelze spolehlivě aretovat v nastavené poloze nebo sluneční clona / antireflexní ochrana proti oslnění řidiče chybí nebo je v tak zhoršeném stavu, že neplní svoji funkci nebo neodpovídá požadavkům (např. rozměr).",B
1140,9.4.2.2.1,"Prostor řidiče autobusu, je-li opatřen zábranou (dvířky), nelze spolehlivě zajistit v zavřené poloze.",B
1141,9.4.2.2.2,"Prostor řidiče autobusu, je-li vyžadováno, není dostatečně chráněn před cestujícími nebo předměty (např. zavazadly) a hrozí nebezpečí zranění řidiče nebo prostor řidiče neodpovídá požadavkům.",B
1142,9.5.1.1,"Některá svítilna vnitřního osvětlení stanovených prostorů autobusu nesvití, ale tato závada neohrožuje bezpečnost přepravy cestujících.",A
1143,9.5.1.2,"Některé svítilny vnitřního osvětlení stanovených prostorů autobusu nesvítí nebo jsou poškozeny/a natolik (ostré hrany), že tato závada ohrožuje bezpečnost přepravy cestujících.",B
1144,9.5.1.3,"Některý stanovený prostor autobusu, je-li osvětlení vyžadováno (např. schody, východy, prostor pro cestující, toalety, vnitřní označení a vnitřní ovladače východů, překážky v prostoru autobusu) není osvětlen předepsaným umělým vnitřním osvětlením, nebo způsob osvětlení neodpovídá požadavkům.",B
1145,9.6.1.1,"Povrch podlahy autobusu nezajišťuje bezpečný pohyb cestujících a může zapříčinit jejich zranění (např. povrch nadměrně opotřebený, potrhaný, vyboulený).",B
1146,9.6.1.2,Některý poklop v podlaze autobusu není dostatečně upevněn nebo zajištěn proti otevření nebo některá jeho část nadměrně vyčnívá nad úroveň podlahy a může zapříčinit zranění cestujících.,B
1147,9.6.1.3,"Podlaha autobusu jev natolik zhoršeném stavu (např. nadměrná koroze, praskliny nebo nespolehlivě uchycené poklopy nebo poklop chybí), že je bezprostředně ohrožena bezpečnost přepravovaných osob.",C
1148,9.6.2.1,"Některá madla (zábradlí) nebo držadla (poutka) v autobusu jsou uvolněná, ale tato závada neohrožuje zdraví a bezpečnost přepravovaných osob.",A
1149,9.6.2.2,"Madla (zábradlí) a držadla (poutka) v autobusu jsou na svém povrchu natolik poškozena, že mohou způsobit zranění přepravovaných osob nebo jsou prasklá nebo nespolehlivě uchycená, že neplní svoji funkci nebo ohrožují bezpečnost přepravovaných osob.",B
1150,9.6.3.1,"Přihrádka pro zavazadla v autobusu je uvolněná, ale tato závada neovlivňuje její funkci (bezpečnou přepravu zavazadel).",A
1151,9.6.3.2,"Přihrádka pro zavazadla v autobusu je uvolněná nebo poškozená natolik, že je ohrožena její funkce (nebezpečí vypadnutí zavazadel na cestující během jízdy).",B
1152,9.6.3.3,"Prostor pro zavazadla v autobusu nelze bezpečně uzavřít, nebezpečí vypadnutí zavazadel.",B
1153,9.6.4.1,"Rozměry (minimální šířka, maximální sklon) nebo povrchová úprava podlahy uličky autobusu není v souladu s požadavky (např. po dodatečné úpravě).",B
1154,9.6.4.2,"Provedení, povrchová úprava nebo způsob montáže madel (zábradlí) nebo držadel v autobusu není v souladu s požadavky (např. po dodatečné úpravě) nebo některá předepsaná madla (zábradlí) nebo držadla (poutka) chybí.",B
1155,9.6.4.3,Provedení prostoru pro zavazadla v autobusu není v souladu s požadavky (např. po dodatečné úpravě) a hrozí nebezpečí vypadnutí zavazadel.,B
1156,9.7.1.1,"Nášlapná plocha schodů autobusu nezajišťuje bezpečný pohyb cestujících a může zapříčinit jejich zranění (např. povrch nadměrně opotřebený, potrhaný, vyboulený).",B
1157,9.7.1.2,"Nášlapná plocha schodů autobusu je v natolik zhoršeném stavu, že je bezprostředně ohrožena bezpečnost osob.",C
1158,9.7.2,"Zasouvatelné schody autobusu nelze vysunout / zasunout nebo signalizace funkce u řidiče, je-li vyžadována, není funkční nebo chybí.",B
1159,9.7.3.1,"Rozměry, tvar, sklon nebo povrch schodů autobusu nejsou v souladu s požadavky.",B
1160,9.7.3.2,Pohyb zasouvatelných schodů autobusu nebo porušení předepsaných požadavků pro zasouvatelné schody může způsobit zranění osob.,B
1161,9.8.1.1,"Některý prostředek (tlačítko) pro komunikaci mezi řidičem autobusu a prostorem pro cestující nebo odpočinkovým prostorem pro druhého řidiče, je-li vyžadován, nefunguje nebo chybí.",A
1162,9.8.1.2,"Systém vnitřní komunikace s cestujícími autobusu, je-li vyžadován, chybí nebo není funkční nebo neodpovídá požadavkům.",B
1163,9.9.1.1,"Vnitřní označení autobusu předepsanými nápisy nebo piktogramy je poškozené, ale čitelné.",A
1164,9.9.1.2,"Vnitřní označení autobusu předepsanými nápisy nebo piktogramy chybí nebo je poškozené tak, že nápisy nebo piktogramy jsou nečitelné.",B
1165,9.9.2,Předepsaná minimální velikost číslic nebo písmen nebo provedení piktogramů pro vnitřní označení autobusů není v souladu s požadavky.,A
1166,9.10.1.1,"U speciálně konstruovaných autobusů na přepravu dětí (školáků), konstrukce nebo systém ovládání provozních dveří neodpovídá požadavkům.",B
1167,9.10.2.1,"U speciálně konstruovaných autobusů na přepravu dětí (školáků), signalizační nebo speciální vybavení chybí nebo není v souladu s požadavky.",B
1168,9.11.1.1.1,"Dveře autobusu pro přístup invalidních vozíků, jsou-li vyžadovány, neumožňují snadný přístup nebo nejsou vybaveny rampou nebo zdviží.",B
1169,9.11.1.1.2,Zdviž nebo rampa autobusu není funkční nebo nefunguje v celém rozsahu nebo ji nelze spolehlivě zajistit v přepravní poloze.,B
1170,9.11.1.1.3,Při použití zdviže autobusu se neuvede samočinně v činnost zařízení bránící nechtěnému pohybu invalidního vozíku.,B
1171,9.11.1.2.1,"Předepsané označení zdviže / rampy autobusu nebo směru pohybu invalidního vozíku, je-li vyžadováno, chybí nebo je nadměrně poškozené.",B
1172,9.11.1.2.2,"Dveře, podlaha nebo zařízení zdviže /rampy autobusu je opotřebované, nadměrně zkorodované, popraskané nebo poškozené tak, že může způsobit zranění nebo překáží v pohybu cestujícím.",B
1173,9.11.1.3.1,"Ovládání zdviže /rampy autobusu, které jsou poháněné servomotorem, není funkční.",B
1174,9.11.1.3.2,Zařízení pro ručně ovládanou zdviž invalidního vozíku v autobusu nefunguje nebo zjevně nefunguje správně.,B
1175,9.11.1.4.1,"Kontrolka, upozorňující řidiče autobusu na vysunutou nebo spuštěnou polohu zařízení pro nastupování (zdviž, rampa), nefunguje nebo chybí.",B
1176,9.11.1.4.2,"Optická a zvuková signalizace vysunutí a zasunutí rampy v prostoru dveří autobusu, je-li vyžadována, nefunguje nebo chybí.",B
1177,9.11.1.5.1,"Dveře autobusu pro přístup invalidních vozíků, jsou-li vyžadovány, nejsou v souladu s požadavky.",B
